序号	Emoji	建议分类	展示方式	主网格代表	原始界面位置	图片文件	图片存在	CodePoint	Unicode分组	Unicode子组	Unicode状态	中文名	英文名
1609	🧗🏼‍♀️	人物活动	肤色变体（右键）	🧗🏼‍♀️	未直接列在现有 Emoji 网格	1f9d7-1f3fc-200d-2640.png	是	U+1F9D7 U+1F3FC U+200D U+2640 U+FE0F	People & Body	person-activity	fully-qualified	人物Climbing、中等偏浅肤色、女性符号	PERSON CLIMBING / MEDIUM-LIGHT SKIN TONE / FEMALE SIGN
1610	🧗🏽‍♀️	人物活动	肤色变体（右键）	🧗🏽‍♀️	未直接列在现有 Emoji 网格	1f9d7-1f3fd-200d-2640.png	是	U+1F9D7 U+1F3FD U+200D U+2640 U+FE0F	People & Body	person-activity	fully-qualified	人物Climbing、中等肤色、女性符号	PERSON CLIMBING / MEDIUM SKIN TONE / FEMALE SIGN
1611	🧗🏾‍♀️	人物活动	肤色变体（右键）	🧗🏾‍♀️	未直接列在现有 Emoji 网格	1f9d7-1f3fe-200d-2640.png	是	U+1F9D7 U+1F3FE U+200D U+2640 U+FE0F	People & Body	person-activity	fully-qualified	人物Climbing、中等偏深肤色、女性符号	PERSON CLIMBING / MEDIUM-DARK SKIN TONE / FEMALE SIGN
1612	🧗🏿‍♀️	人物活动	肤色变体（右键）	🧗🏿‍♀️	未直接列在现有 Emoji 网格	1f9d7-1f3ff-200d-2640.png	是	U+1F9D7 U+1F3FF U+200D U+2640 U+FE0F	People & Body	person-activity	fully-qualified	人物Climbing、较深肤色、女性符号	PERSON CLIMBING / DARK SKIN TONE / FEMALE SIGN
1613	🤺	人物活动	主网格	🤺	Emoji·符号与旗帜 / 第 68 行	1f93a.png	是	U+1F93A	People & Body	person-sport	fully-qualified	击剑选手	FENCER
1614	🏇	人物活动	主网格	🏇	Emoji·动物与自然 / 动物·哺乳与宠物	1f3c7.png	是	U+1F3C7	People & Body	person-sport	fully-qualified	赛马	HORSE RACING
1615	🏇🏻	人物活动	肤色变体（右键）	🏇🏻	未直接列在现有 Emoji 网格	1f3c7-1f3fb.png	是	U+1F3C7 U+1F3FB	People & Body	person-sport	fully-qualified	HorseRacing、较浅肤色	HORSE RACING / LIGHT SKIN TONE
1616	🏇🏼	人物活动	肤色变体（右键）	🏇🏼	未直接列在现有 Emoji 网格	1f3c7-1f3fc.png	是	U+1F3C7 U+1F3FC	People & Body	person-sport	fully-qualified	HorseRacing、中等偏浅肤色	HORSE RACING / MEDIUM-LIGHT SKIN TONE
1617	🏇🏽	人物活动	肤色变体（右键）	🏇🏽	未直接列在现有 Emoji 网格	1f3c7-1f3fd.png	是	U+1F3C7 U+1F3FD	People & Body	person-sport	fully-qualified	HorseRacing、中等肤色	HORSE RACING / MEDIUM SKIN TONE
1618	🏇🏾	人物活动	肤色变体（右键）	🏇🏾	未直接列在现有 Emoji 网格	1f3c7-1f3fe.png	是	U+1F3C7 U+1F3FE	People & Body	person-sport	fully-qualified	HorseRacing、中等偏深肤色	HORSE RACING / MEDIUM-DARK SKIN TONE
1619	🏇🏿	人物活动	肤色变体（右键）	🏇🏿	未直接列在现有 Emoji 网格	1f3c7-1f3ff.png	是	U+1F3C7 U+1F3FF	People & Body	person-sport	fully-qualified	HorseRacing、较深肤色	HORSE RACING / DARK SKIN TONE
1620	⛷️	人物活动	主网格	⛷️	Emoji·符号与旗帜 / 第 36 行	26f7.png	是	U+26F7 U+FE0F	People & Body	person-sport	fully-qualified	滑雪的人	SKIER
1621	⛷	人物活动	呈现别名（不重复显示）	⛷️	Emoji·符号与旗帜 / 第 83 行	26f7.png	是	U+26F7	People & Body	person-sport	unqualified	滑雪的人	SKIER
1622	🏂	人物活动	主网格	🏂	Emoji·动物与自然 / 第 9 行	1f3c2.png	是	U+1F3C2	People & Body	person-sport	fully-qualified	滑雪板	SNOWBOARDER
1623	🏂🏻	人物活动	肤色变体（右键）	🏂🏻	未直接列在现有 Emoji 网格	1f3c2-1f3fb.png	是	U+1F3C2 U+1F3FB	People & Body	person-sport	fully-qualified	Snowboarder、较浅肤色	SNOWBOARDER / LIGHT SKIN TONE
1624	🏂🏼	人物活动	肤色变体（右键）	🏂🏼	未直接列在现有 Emoji 网格	1f3c2-1f3fc.png	是	U+1F3C2 U+1F3FC	People & Body	person-sport	fully-qualified	Snowboarder、中等偏浅肤色	SNOWBOARDER / MEDIUM-LIGHT SKIN TONE
1625	🏂🏽	人物活动	肤色变体（右键）	🏂🏽	未直接列在现有 Emoji 网格	1f3c2-1f3fd.png	是	U+1F3C2 U+1F3FD	People & Body	person-sport	fully-qualified	Snowboarder、中等肤色	SNOWBOARDER / MEDIUM SKIN TONE
1626	🏂🏾	人物活动	肤色变体（右键）	🏂🏾	未直接列在现有 Emoji 网格	1f3c2-1f3fe.png	是	U+1F3C2 U+1F3FE	People & Body	person-sport	fully-qualified	Snowboarder、中等偏深肤色	SNOWBOARDER / MEDIUM-DARK SKIN TONE
1627	🏂🏿	人物活动	肤色变体（右键）	🏂🏿	未直接列在现有 Emoji 网格	1f3c2-1f3ff.png	是	U+1F3C2 U+1F3FF	People & Body	person-sport	fully-qualified	Snowboarder、较深肤色	SNOWBOARDER / DARK SKIN TONE
1628	🏌️	人物活动	主网格	🏌️	Emoji·符号与旗帜 / 第 42 行	1f3cc.png	是	U+1F3CC U+FE0F	People & Body	person-sport	fully-qualified	打高尔夫的人	GOLFER
1629	🏌	人物活动	呈现别名（不重复显示）	🏌️	Emoji·符号与旗帜 / 第 42 行	1f3cc.png	是	U+1F3CC	People & Body	person-sport	unqualified	打高尔夫的人	GOLFER
1630	🏌🏻	人物活动	肤色变体（右键）	🏌🏻	未直接列在现有 Emoji 网格	1f3cc-1f3fb.png	是	U+1F3CC U+1F3FB	People & Body	person-sport	fully-qualified	Golfer、较浅肤色	GOLFER / LIGHT SKIN TONE
1631	🏌🏼	人物活动	肤色变体（右键）	🏌🏼	未直接列在现有 Emoji 网格	1f3cc-1f3fc.png	是	U+1F3CC U+1F3FC	People & Body	person-sport	fully-qualified	Golfer、中等偏浅肤色	GOLFER / MEDIUM-LIGHT SKIN TONE
1632	🏌🏽	人物活动	肤色变体（右键）	🏌🏽	未直接列在现有 Emoji 网格	1f3cc-1f3fd.png	是	U+1F3CC U+1F3FD	People & Body	person-sport	fully-qualified	Golfer、中等肤色	GOLFER / MEDIUM SKIN TONE
1633	🏌🏾	人物活动	肤色变体（右键）	🏌🏾	未直接列在现有 Emoji 网格	1f3cc-1f3fe.png	是	U+1F3CC U+1F3FE	People & Body	person-sport	fully-qualified	Golfer、中等偏深肤色	GOLFER / MEDIUM-DARK SKIN TONE
1634	🏌🏿	人物活动	肤色变体（右键）	🏌🏿	未直接列在现有 Emoji 网格	1f3cc-1f3ff.png	是	U+1F3CC U+1F3FF	People & Body	person-sport	fully-qualified	Golfer、较深肤色	GOLFER / DARK SKIN TONE
1635	🏌️‍♂️	人物活动	主网格	🏌️‍♂️	Emoji·符号与旗帜 / 第 32 行	1f3cc-200d-2642.png	是	U+1F3CC U+FE0F U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	男生打高尔夫	GOLFER / MALE SIGN
1636	🏌🏻‍♂️	人物活动	肤色变体（右键）	🏌🏻‍♂️	Emoji·符号与旗帜 / 第 32 行	1f3cc-1f3fb-200d-2642.png	是	U+1F3CC U+1F3FB U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、较浅肤色、男性符号	GOLFER / LIGHT SKIN TONE / MALE SIGN
1637	🏌🏼‍♂️	人物活动	肤色变体（右键）	🏌🏼‍♂️	未直接列在现有 Emoji 网格	1f3cc-1f3fc-200d-2642.png	是	U+1F3CC U+1F3FC U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、中等偏浅肤色、男性符号	GOLFER / MEDIUM-LIGHT SKIN TONE / MALE SIGN
1638	🏌🏽‍♂️	人物活动	肤色变体（右键）	🏌🏽‍♂️	未直接列在现有 Emoji 网格	1f3cc-1f3fd-200d-2642.png	是	U+1F3CC U+1F3FD U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、中等肤色、男性符号	GOLFER / MEDIUM SKIN TONE / MALE SIGN
1639	🏌🏾‍♂️	人物活动	肤色变体（右键）	🏌🏾‍♂️	未直接列在现有 Emoji 网格	1f3cc-1f3fe-200d-2642.png	是	U+1F3CC U+1F3FE U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、中等偏深肤色、男性符号	GOLFER / MEDIUM-DARK SKIN TONE / MALE SIGN
1640	🏌🏿‍♂️	人物活动	肤色变体（右键）	🏌🏿‍♂️	未直接列在现有 Emoji 网格	1f3cc-1f3ff-200d-2642.png	是	U+1F3CC U+1F3FF U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、较深肤色、男性符号	GOLFER / DARK SKIN TONE / MALE SIGN
1641	🏌️‍♀️	人物活动	主网格	🏌️‍♀️	Emoji·符号与旗帜 / 第 32 行	1f3cc-200d-2640.png	是	U+1F3CC U+FE0F U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	女生打高尔夫	GOLFER / FEMALE SIGN
1642	🏌🏻‍♀️	人物活动	肤色变体（右键）	🏌🏻‍♀️	Emoji·符号与旗帜 / 第 32 行	1f3cc-1f3fb-200d-2640.png	是	U+1F3CC U+1F3FB U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、较浅肤色、女性符号	GOLFER / LIGHT SKIN TONE / FEMALE SIGN
1643	🏌🏼‍♀️	人物活动	肤色变体（右键）	🏌🏼‍♀️	未直接列在现有 Emoji 网格	1f3cc-1f3fc-200d-2640.png	是	U+1F3CC U+1F3FC U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、中等偏浅肤色、女性符号	GOLFER / MEDIUM-LIGHT SKIN TONE / FEMALE SIGN
1644	🏌🏽‍♀️	人物活动	肤色变体（右键）	🏌🏽‍♀️	未直接列在现有 Emoji 网格	1f3cc-1f3fd-200d-2640.png	是	U+1F3CC U+1F3FD U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、中等肤色、女性符号	GOLFER / MEDIUM SKIN TONE / FEMALE SIGN
1645	🏌🏾‍♀️	人物活动	肤色变体（右键）	🏌🏾‍♀️	未直接列在现有 Emoji 网格	1f3cc-1f3fe-200d-2640.png	是	U+1F3CC U+1F3FE U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、中等偏深肤色、女性符号	GOLFER / MEDIUM-DARK SKIN TONE / FEMALE SIGN
1646	🏌🏿‍♀️	人物活动	肤色变体（右键）	🏌🏿‍♀️	未直接列在现有 Emoji 网格	1f3cc-1f3ff-200d-2640.png	是	U+1F3CC U+1F3FF U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Golfer、较深肤色、女性符号	GOLFER / DARK SKIN TONE / FEMALE SIGN
1647	🏄	人物活动	主网格	🏄	Emoji·符号与旗帜 / 第 40 行	1f3c4.png	是	U+1F3C4	People & Body	person-sport	fully-qualified	冲浪	SURFER
1648	🏄🏻	人物活动	肤色变体（右键）	🏄🏻	未直接列在现有 Emoji 网格	1f3c4-1f3fb.png	是	U+1F3C4 U+1F3FB	People & Body	person-sport	fully-qualified	Surfer、较浅肤色	SURFER / LIGHT SKIN TONE
1649	🏄🏼	人物活动	肤色变体（右键）	🏄🏼	未直接列在现有 Emoji 网格	1f3c4-1f3fc.png	是	U+1F3C4 U+1F3FC	People & Body	person-sport	fully-qualified	Surfer、中等偏浅肤色	SURFER / MEDIUM-LIGHT SKIN TONE
1650	🏄🏽	人物活动	肤色变体（右键）	🏄🏽	未直接列在现有 Emoji 网格	1f3c4-1f3fd.png	是	U+1F3C4 U+1F3FD	People & Body	person-sport	fully-qualified	Surfer、中等肤色	SURFER / MEDIUM SKIN TONE
1651	🏄🏾	人物活动	肤色变体（右键）	🏄🏾	未直接列在现有 Emoji 网格	1f3c4-1f3fe.png	是	U+1F3C4 U+1F3FE	People & Body	person-sport	fully-qualified	Surfer、中等偏深肤色	SURFER / MEDIUM-DARK SKIN TONE
1652	🏄🏿	人物活动	肤色变体（右键）	🏄🏿	未直接列在现有 Emoji 网格	1f3c4-1f3ff.png	是	U+1F3C4 U+1F3FF	People & Body	person-sport	fully-qualified	Surfer、较深肤色	SURFER / DARK SKIN TONE
1653	🏄‍♂️	人物活动	主网格	🏄‍♂️	Emoji·符号与旗帜 / 第 29 行	1f3c4-200d-2642.png	是	U+1F3C4 U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	男生冲浪	SURFER / MALE SIGN
1654	🏄🏻‍♂️	人物活动	肤色变体（右键）	🏄🏻‍♂️	未直接列在现有 Emoji 网格	1f3c4-1f3fb-200d-2642.png	是	U+1F3C4 U+1F3FB U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、较浅肤色、男性符号	SURFER / LIGHT SKIN TONE / MALE SIGN
1655	🏄🏼‍♂️	人物活动	肤色变体（右键）	🏄🏼‍♂️	未直接列在现有 Emoji 网格	1f3c4-1f3fc-200d-2642.png	是	U+1F3C4 U+1F3FC U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、中等偏浅肤色、男性符号	SURFER / MEDIUM-LIGHT SKIN TONE / MALE SIGN
1656	🏄🏽‍♂️	人物活动	肤色变体（右键）	🏄🏽‍♂️	未直接列在现有 Emoji 网格	1f3c4-1f3fd-200d-2642.png	是	U+1F3C4 U+1F3FD U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、中等肤色、男性符号	SURFER / MEDIUM SKIN TONE / MALE SIGN
1657	🏄🏾‍♂️	人物活动	肤色变体（右键）	🏄🏾‍♂️	未直接列在现有 Emoji 网格	1f3c4-1f3fe-200d-2642.png	是	U+1F3C4 U+1F3FE U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、中等偏深肤色、男性符号	SURFER / MEDIUM-DARK SKIN TONE / MALE SIGN
1658	🏄🏿‍♂️	人物活动	肤色变体（右键）	🏄🏿‍♂️	未直接列在现有 Emoji 网格	1f3c4-1f3ff-200d-2642.png	是	U+1F3C4 U+1F3FF U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、较深肤色、男性符号	SURFER / DARK SKIN TONE / MALE SIGN
1659	🏄‍♀️	人物活动	主网格	🏄‍♀️	Emoji·符号与旗帜 / 第 29 行	1f3c4-200d-2640.png	是	U+1F3C4 U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	女生冲浪	SURFER / FEMALE SIGN
1660	🏄🏻‍♀️	人物活动	肤色变体（右键）	🏄🏻‍♀️	未直接列在现有 Emoji 网格	1f3c4-1f3fb-200d-2640.png	是	U+1F3C4 U+1F3FB U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、较浅肤色、女性符号	SURFER / LIGHT SKIN TONE / FEMALE SIGN
1661	🏄🏼‍♀️	人物活动	肤色变体（右键）	🏄🏼‍♀️	未直接列在现有 Emoji 网格	1f3c4-1f3fc-200d-2640.png	是	U+1F3C4 U+1F3FC U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、中等偏浅肤色、女性符号	SURFER / MEDIUM-LIGHT SKIN TONE / FEMALE SIGN
1662	🏄🏽‍♀️	人物活动	肤色变体（右键）	🏄🏽‍♀️	未直接列在现有 Emoji 网格	1f3c4-1f3fd-200d-2640.png	是	U+1F3C4 U+1F3FD U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、中等肤色、女性符号	SURFER / MEDIUM SKIN TONE / FEMALE SIGN
1663	🏄🏾‍♀️	人物活动	肤色变体（右键）	🏄🏾‍♀️	未直接列在现有 Emoji 网格	1f3c4-1f3fe-200d-2640.png	是	U+1F3C4 U+1F3FE U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、中等偏深肤色、女性符号	SURFER / MEDIUM-DARK SKIN TONE / FEMALE SIGN
1664	🏄🏿‍♀️	人物活动	肤色变体（右键）	🏄🏿‍♀️	未直接列在现有 Emoji 网格	1f3c4-1f3ff-200d-2640.png	是	U+1F3C4 U+1F3FF U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Surfer、较深肤色、女性符号	SURFER / DARK SKIN TONE / FEMALE SIGN
1665	🚣	人物活动	主网格	🚣	Emoji·旅行与物品 / 第 5 行	1f6a3.png	是	U+1F6A3	People & Body	person-sport	fully-qualified	划艇	ROWBOAT
1666	🚣🏻	人物活动	肤色变体（右键）	🚣🏻	未直接列在现有 Emoji 网格	1f6a3-1f3fb.png	是	U+1F6A3 U+1F3FB	People & Body	person-sport	fully-qualified	Rowboat、较浅肤色	ROWBOAT / LIGHT SKIN TONE
1667	🚣🏼	人物活动	肤色变体（右键）	🚣🏼	未直接列在现有 Emoji 网格	1f6a3-1f3fc.png	是	U+1F6A3 U+1F3FC	People & Body	person-sport	fully-qualified	Rowboat、中等偏浅肤色	ROWBOAT / MEDIUM-LIGHT SKIN TONE
1668	🚣🏽	人物活动	肤色变体（右键）	🚣🏽	未直接列在现有 Emoji 网格	1f6a3-1f3fd.png	是	U+1F6A3 U+1F3FD	People & Body	person-sport	fully-qualified	Rowboat、中等肤色	ROWBOAT / MEDIUM SKIN TONE
1669	🚣🏾	人物活动	肤色变体（右键）	🚣🏾	未直接列在现有 Emoji 网格	1f6a3-1f3fe.png	是	U+1F6A3 U+1F3FE	People & Body	person-sport	fully-qualified	Rowboat、中等偏深肤色	ROWBOAT / MEDIUM-DARK SKIN TONE
1670	🚣🏿	人物活动	肤色变体（右键）	🚣🏿	未直接列在现有 Emoji 网格	1f6a3-1f3ff.png	是	U+1F6A3 U+1F3FF	People & Body	person-sport	fully-qualified	Rowboat、较深肤色	ROWBOAT / DARK SKIN TONE
1671	🚣‍♂️	人物活动	主网格	🚣‍♂️	Emoji·旅行与物品 / 其他旅行与物品	1f6a3-200d-2642.png	是	U+1F6A3 U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	男生划船	ROWBOAT / MALE SIGN
1672	🚣🏻‍♂️	人物活动	肤色变体（右键）	🚣🏻‍♂️	未直接列在现有 Emoji 网格	1f6a3-1f3fb-200d-2642.png	是	U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、较浅肤色、男性符号	ROWBOAT / LIGHT SKIN TONE / MALE SIGN
1673	🚣🏼‍♂️	人物活动	肤色变体（右键）	🚣🏼‍♂️	未直接列在现有 Emoji 网格	1f6a3-1f3fc-200d-2642.png	是	U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、中等偏浅肤色、男性符号	ROWBOAT / MEDIUM-LIGHT SKIN TONE / MALE SIGN
1674	🚣🏽‍♂️	人物活动	肤色变体（右键）	🚣🏽‍♂️	未直接列在现有 Emoji 网格	1f6a3-1f3fd-200d-2642.png	是	U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、中等肤色、男性符号	ROWBOAT / MEDIUM SKIN TONE / MALE SIGN
1675	🚣🏾‍♂️	人物活动	肤色变体（右键）	🚣🏾‍♂️	未直接列在现有 Emoji 网格	1f6a3-1f3fe-200d-2642.png	是	U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、中等偏深肤色、男性符号	ROWBOAT / MEDIUM-DARK SKIN TONE / MALE SIGN
1676	🚣🏿‍♂️	人物活动	肤色变体（右键）	🚣🏿‍♂️	未直接列在现有 Emoji 网格	1f6a3-1f3ff-200d-2642.png	是	U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、较深肤色、男性符号	ROWBOAT / DARK SKIN TONE / MALE SIGN
1677	🚣‍♀️	人物活动	主网格	🚣‍♀️	Emoji·旅行与物品 / 其他旅行与物品	1f6a3-200d-2640.png	是	U+1F6A3 U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	女生划船	ROWBOAT / FEMALE SIGN
1678	🚣🏻‍♀️	人物活动	肤色变体（右键）	🚣🏻‍♀️	未直接列在现有 Emoji 网格	1f6a3-1f3fb-200d-2640.png	是	U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、较浅肤色、女性符号	ROWBOAT / LIGHT SKIN TONE / FEMALE SIGN
1679	🚣🏼‍♀️	人物活动	肤色变体（右键）	🚣🏼‍♀️	未直接列在现有 Emoji 网格	1f6a3-1f3fc-200d-2640.png	是	U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、中等偏浅肤色、女性符号	ROWBOAT / MEDIUM-LIGHT SKIN TONE / FEMALE SIGN
1680	🚣🏽‍♀️	人物活动	肤色变体（右键）	🚣🏽‍♀️	未直接列在现有 Emoji 网格	1f6a3-1f3fd-200d-2640.png	是	U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、中等肤色、女性符号	ROWBOAT / MEDIUM SKIN TONE / FEMALE SIGN
1681	🚣🏾‍♀️	人物活动	肤色变体（右键）	🚣🏾‍♀️	未直接列在现有 Emoji 网格	1f6a3-1f3fe-200d-2640.png	是	U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、中等偏深肤色、女性符号	ROWBOAT / MEDIUM-DARK SKIN TONE / FEMALE SIGN
1682	🚣🏿‍♀️	人物活动	肤色变体（右键）	🚣🏿‍♀️	未直接列在现有 Emoji 网格	1f6a3-1f3ff-200d-2640.png	是	U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F	People & Body	person-sport	fully-qualified	Rowboat、较深肤色、女性符号	ROWBOAT / DARK SKIN TONE / FEMALE SIGN
1683	🏊	人物活动	主网格	🏊	Emoji·符号与旗帜 / 第 40 行	1f3ca.png	是	U+1F3CA	People & Body	person-sport	fully-qualified	游泳	SWIMMER
1684	🏊🏻	人物活动	肤色变体（右键）	🏊🏻	未直接列在现有 Emoji 网格	1f3ca-1f3fb.png	是	U+1F3CA U+1F3FB	People & Body	person-sport	fully-qualified	Swimmer、较浅肤色	SWIMMER / LIGHT SKIN TONE
1685	🏊🏼	人物活动	肤色变体（右键）	🏊🏼	未直接列在现有 Emoji 网格	1f3ca-1f3fc.png	是	U+1F3CA U+1F3FC	People & Body	person-sport	fully-qualified	Swimmer、中等偏浅肤色	SWIMMER / MEDIUM-LIGHT SKIN TONE
1686	🏊🏽	人物活动	肤色变体（右键）	🏊🏽	未直接列在现有 Emoji 网格	1f3ca-1f3fd.png	是	U+1F3CA U+1F3FD	People & Body	person-sport	fully-qualified	Swimmer、中等肤色	SWIMMER / MEDIUM SKIN TONE
1687	🏊🏾	人物活动	肤色变体（右键）	🏊🏾	未直接列在现有 Emoji 网格	1f3ca-1f3fe.png	是	U+1F3CA U+1F3FE	People & Body	person-sport	fully-qualified	Swimmer、中等偏深肤色	SWIMMER / MEDIUM-DARK SKIN TONE
1688	🏊🏿	人物活动	肤色变体（右键）	🏊🏿	未直接列在现有 Emoji 网格	1f3ca-1f3ff.png	是	U+1F3CA U+1F3FF	People & Body	person-sport	fully-qualified	Swimmer、较深肤色	SWIMMER / DARK SKIN TONE
1689	🏊‍♂️	人物活动	主网格	🏊‍♂️	Emoji·符号与旗帜 / 第 29 行	1f3ca-200d-2642.png	是	U+1F3CA U+200D U+2642 U+FE0F	People & Body	person-sport	fully-qualified	男生游泳	SWIMMER / MALE SIGN
